item_id,exam,topic,difficulty,proposed_bloom_level,confidence,rule,stem_excerpt,reason
d8e77c73-5ec2-47f3-ae95-a9c7d081cd78,Foundation Science — Class 6,Physics,1,K2,medium,classify-scenario,The space around a magnet in which its pull or push can be felt is called its,A concrete situation is described and the learner has to name the concept it is an instance of. Classifying an example under a taught idea is K2 Understanding.
b24ad31e-613b-4fd1-bce9-636b5c1ee93b,Foundation Science — Class 6,Physics,2,K2,medium,explain,Bar magnets are stored in pairs with unlike poles facing each other and small soft iron bars laid across the ends. Why …,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
1761674b-fce4-4a09-8e8d-a578aa2d8c55,Foundation Science — Class 6,Physics,3,K2,medium,explain,The needle of a compass always settles down pointing roughly north and south. Why?,"A situation is described and the learner has to say why it happens, using an idea that has been taught. Explaining a case is K2 Understanding."
47563540-c025-4ac7-b269-2c98882b5c54,Foundation Science — Class 6,Physics,2,K3,high,computation,A rope is 2 metres 50 centimetres long. What is its length in centimetres?,"A quantity has to be worked out from the values given, by applying a stated rule or formula. Recalling the rule is not enough — it has to be executed (K3 Applying)."
a665fca8-6230-4ec6-93e6-d64d5081d87b,Foundation Science — Class 6,Physics,2,K3,high,computation,A rectangular sheet of paper is 20 cm long and 10 cm wide. What is its area?,"A quantity has to be worked out from the values given, by applying a stated rule or formula. Recalling the rule is not enough — it has to be executed (K3 Applying)."
0167eeb7-5d89-4879-8b06-536b4198056b,Foundation Science — Class 6,Physics,3,K3,high,computation,"The zero end of a ruler is worn out, so a pencil is placed with one end at the 2 cm mark. The other end lies at the 11 …","A quantity has to be worked out from the values given, by applying a stated rule or formula. Recalling the rule is not enough — it has to be executed (K3 Applying)."
ab24faf8-eea3-419e-b90d-e6960f8956ee,Foundation Science — Class 6,Physics,1,K4,low,multi-cue-inference,A lump of wet clay is pressed with the thumb until it is flat. The clay stays in the same place on the table and does n…,"Two or more separate observations are set out BEFORE the question, and the answer follows only from reading them together. Breaking a described case into its cues is K4 Analyzing — but this rule fires on sentence shape, so it is the one most worth a reviewer's eye."
2a95ac45-c8b3-4917-be4c-1416119c2406,Foundation Science — Class 6,Physics,3,K4,medium,contrast,A man rolls a heavy drum up a long ramp into a lorry instead of lifting it straight up. Compared with lifting it straig…,"Turns on separating two cases from each other — what holds in one and not the other. That is a comparison, not a single recalled fact (K4 Analyzing)."
b6c55c5b-00c1-401c-bbed-7ebc11c188ea,Foundation Science — Class 6,Physics,3,K4,medium,contrast,"Which of these can happen only between two magnets, and never between a magnet and an ordinary iron nail?","Turns on separating two cases from each other — what holds in one and not the other. That is a comparison, not a single recalled fact (K4 Analyzing)."
a7ca3e92-53db-4de6-b3f4-4196174fee21,NEET (UG),Biology,2,,n/a,placeholder,[PILOT] Biology Q1 — cell structure: organelle function...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
f568c339-cc3f-4d7a-84ca-edd903bc8657,NEET (UG),Biology,3,,n/a,placeholder,[PILOT] Biology Q2 — genetics: monohybrid cross ratio...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
d8e0f2e9-efdb-4bf8-9728-a84d87c681a7,NEET (UG),Biology,4,,n/a,placeholder,[PILOT] Biology Q3 — human physiology: nephron function...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
13856f17-a51a-46e8-8388-11ec42e42379,NEET (UG),Chemistry,2,,n/a,placeholder,[PILOT] Chemistry Q1 — periodic trends: electronegativity order...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
da7c8ca5-6560-466a-bf23-c0657654c16b,NEET (UG),Chemistry,3,,n/a,placeholder,[PILOT] Chemistry Q2 — mole concept stoichiometry...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
4279ab31-5306-4082-b615-0c39930d99e0,NEET (UG),Chemistry,4,,n/a,placeholder,[PILOT] Chemistry Q3 — organic reaction mechanism...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
f4b49b9d-b6a6-4980-8729-aa086bf64e45,NEET (UG),Physics,2,,n/a,placeholder,[PILOT] Physics Q1 — kinematics: a body under constant acceleration...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
22347778-fe70-4ba3-9eb4-8b0172ef20a8,NEET (UG),Physics,3,,n/a,placeholder,[PILOT] Physics Q2 — Newton's laws: net force on a system...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
76c5b737-8280-4587-89d0-538e85d702a0,NEET (UG),Physics,4,,n/a,placeholder,[PILOT] Physics Q3 — work-energy theorem application...,"Pilot placeholder row — the stem is a topic note and the options are literal ""opt A""-""opt D"". There is no question here to tag."
